asin,title,img_url,stars,review_count,price,list_price,category_id,is_best_seller,bought_in_last_month
B06ZYHJYD5,"Organic Ashwagandha 2,100 mg - 100 Vegan Capsules Pure Organic Ashwagandha Powder and Root Extract - Stress Relief, Mood Enhancer, Immune & Thyroid Support",https://m.media-amazon.com/images/I/71wDugNVqoL._AC_UL320_.jpg,4.5,42773,15.95,0.0,128,1,30000
B06XRLR9RQ,"Essential Oils Set - Top 6 Blends for Diffusers, Home Care, Candle Making Scents, Fragrance, Aromatherapy, Humidifiers, Gifts - Peppermint, Tea Tree, Lavender, Eucalyptus, Lemongrass, Orange (10mL)",https://m.media-amazon.com/images/I/81rwL6S6g4L._AC_UL320_.jpg,4.4,130076,8.99,15.99,128,0,20000
B09P1DV7D8,"APHERMA Massage Gun, Muscle Massage Gun for Athletes Handheld Electric Deep Tissue Back Massager, Percussion Massage Device for Pain Relief with 30 Speed Levels 9 Heads",https://m.media-amazon.com/images/I/61IgI4wzdGL._AC_UL320_.jpg,4.5,5023,19.98,49.99,128,0,0
B01MR4Y0CZ,"ASAKUKI 500ml Premium, Essential Oil Diffuser with Remote Control, 5 in 1 Ultrasonic Aromatherapy Fragrant Oil Humidifier Vaporizer, Timer and Auto-Off Safety Switch",https://m.media-amazon.com/images/I/61p-VohtaSL._AC_UL320_.jpg,4.5,50240,25.99,35.99,128,1,20000
B01KWIKUU4,"Essential Oils by PURE AROMA 100% Pure Oils kit- Top 6 Aromatherapy Oils Gift Set-6 Pack, 10ML(Eucalyptus, Lavender, Lemon Grass, Orange, Peppermint, Tea Tree)",https://m.media-amazon.com/images/I/81WdPxYkHuL._AC_UL320_.jpg,4.4,82139,9.98,0.0,128,0,20000
B0BC1DVHSD,"RAEMAO Massage Gun Deep Tissue, Back Massage Gun for Athletes for Pain Relief Attaching 8 PCS Specialized Replacement Heads, Percussion Massager with 10 Speeds & LED Screen, Carbon",https://m.media-amazon.com/images/I/81JSG+L3B4L._AC_UL320_.jpg,4.5,14705,39.99,189.99,128,1,10000
B076DSBHD1,Anti Cellulite Massage Oil Infused with Collagen and Stem Cell Skin Tightening Body Oil Moisturizing Cellulite Cream Bust Bum Cellulite Scar Cleansing Essential Oil Instant Absorption by M3 Naturals,https://m.media-amazon.com/images/I/61sTrMVX5rL._AC_UL320_.jpg,4.4,68608,26.81,42.81,128,1,20000
B0BBQX7P5J,"Dreamegg White Noise Machine - Portable Sound Machine for Baby Adult, Features Powerful Battery, 21 Soothing Sound, Noise Canceling for Office & Sleeping, Sound Therapy for Home, Travel, Registry Gift",https://m.media-amazon.com/images/I/71Il67Mwk-L._AC_UL320_.jpg,4.7,2626,20.99,0.0,128,1,10000
B08MLB2B4H,"AERLANG Deep Tissue Massager, Portable Massage Gun for Back Neck Muscle Relieve, Quiet Brushless Motor 20 Variable Speeds Digital Display 6 Massage Heads and Carrying Case",https://m.media-amazon.com/images/I/61-2dcga70L._AC_UL320_.jpg,4.4,22615,25.98,0.0,128,0,20000
B08KWJKWMY,"AC-Dual Fully Automatic Machine, Recovery and Recharge of R134 and HFO1234yf",https://m.media-amazon.com/images/I/81Do+krMOrL._AC_UL320_.jpg,4.7,29,4778.0,0.0,17,0,0
B088RLKNJY,"Lichamp AC Gauges, A/C Manifold Gauge Set for R134a R22 R12 R502, Professional #A302",https://m.media-amazon.com/images/I/71U7y9IxIML._AC_UL320_.jpg,4.3,290,59.99,84.99,17,0,100
B0C3H146PF,"DYRABREST 2000W Baking Infrared Paint Curing Lamp, 1 Set of 2pcs Automotive Infrared Curing Lights 110V Body Repair Paint Curing Systems for Automobile Paint Booths, Furniture Paint Booths",https://m.media-amazon.com/images/I/61GQzmdtxOL._AC_UL320_.jpg,4.1,5,35.0,40.0,17,0,0
B015TKUPIC,"NOCO Boost Plus GB40 1000A UltraSafe Car Battery Jump Starter, 12V Jump Starter Battery Pack, Battery Booster, Jump Box, Portable Charger and Jumper Cables for 6.0L Gasoline and 3.0L Diesel Engines",https://m.media-amazon.com/images/I/71aF7GY0cEL._AC_UL320_.jpg,4.7,89852,99.95,124.95,17,1,20000
B07Z3HB7DR,"MOTOPOWER MP69033 Car OBD2 Scanner Code Reader Engine Fault Code Reader Scanner CAN Diagnostic Scan Tool for All OBD II Protocol Cars Since 1996, Yellow",https://m.media-amazon.com/images/I/61dw6Azq+NL._AC_UL320_.jpg,4.6,29546,23.55,26.99,17,1,10000
B07W46BX31,"NOCO GENIUS1, 1A Smart Car Battery Charger, 6V and 12V Automotive Charger, Battery Maintainer, Trickle Charger, Float Charger and Desulfator for Motorcycle, ATV, Lithium and Deep Cycle Batteries",https://m.media-amazon.com/images/I/81xccMDEjkL._AC_UL320_.jpg,4.5,44372,29.95,39.95,17,1,10000
B00IPS4APU,"Rain-X 600001 Windshield Repair Kit - Quick And Easy Durable Resin Based Kit for Chips and Cracks, Good For Round Damage Below 1"" In Diameter And Cracks Smaller Than 12"" In Length, BLUE,YELLOW",https://m.media-amazon.com/images/I/71D1jsw8LbL._AC_UL320_.jpg,3.9,38192,12.67,0.0,17,1,10000
B01G5EA74I,ANCEL AD310 Classic Enhanced Universal OBD II Scanner Car Engine Fault Code Reader CAN Diagnostic Scan Tool-Black,https://m.media-amazon.com/images/I/61KElcCN4BL._AC_UL320_.jpg,4.6,39441,24.99,0.0,17,0,10000
B08Z61XL6V,Mart Cobra Emergency Fire Blanket for Home and Kitchen Fire Extinguishers for The House x2 Fiberglass Fire Blankets Emergency for Home Fireproof Blanket Fire Retardant Blankets Grease Spray,https://m.media-amazon.com/images/I/91oXUQrT02L._AC_UL320_.jpg,4.8,1386,36.99,44.99,17,1,10000
B01MXDLAGN,GS-911 WiFi Diagnostic Tool for BMW Motorcycles (Enthusiast Version) - Services Up to 10 VINs - Access Over WiFi or USB - iOS & MAC Compatible.,https://m.media-amazon.com/images/I/71J6ORMz2XL._AC_UL320_.jpg,4.4,256,399.0,0.0,17,0,0
B0BKVY6TSL,"PUREFLY Personalized Wooden Name Puzzle for Kids, Custom Gifts for Baby Boy and Girl Shower or First Birthday, Montessori Learning Toddler Toy Alphabet Puzzle for Kids",https://m.media-amazon.com/images/I/614oTQ3CoZL._AC_UL320_.jpg,4.3,191,9.99,0.0,230,0,300
B0BPPLDDN6,"Mgtfbg 2 Pack Soft Silicone Teething Toys for Toddlers, Babies, Boys, Girls, 6-12 Months Baby Remote Control Shape Molar Teether Chew Toys Set Gift（Black+Grey）",https://m.media-amazon.com/images/I/71uoLiUzPtL._AC_UL320_.jpg,4.7,1662,8.99,0.0,230,0,3000
B09P3XW368,"TEMI Toddler Chicken Easter Eggs Toys - Color Matching Game Shape Sorter with 6 Toy Eggs for Kids, Fine Motor Skills Sensory Toys, Montessori Educational Gifts for 3 4 5 6 Girls Boys Baby",https://m.media-amazon.com/images/I/61CMmU25SSL._AC_UL320_.jpg,4.4,858,19.99,0.0,230,0,200
B00I3K25R0,"Munchkin® Float & Play Bubbles™ Baby and Toddler Bath Toy, 4 Count",https://m.media-amazon.com/images/I/71k45i-sZzL._AC_UL320_.jpg,4.8,27099,7.98,9.39,230,1,10000
B0B5XPFKC3,Baby Toys Infant Crawling Crab: Tummy Time Toy Gifts 3 4 5 6 7 8 9 10 11 12 Babies Boy Girl 3-6 6-12 Learning Crawl 9-12 12-18 Walking Toddler 36 Months Old Music Development Interactive Birthday Gift,https://m.media-amazon.com/images/I/61VAvwrFCnL._AC_UL320_.jpg,4.3,2796,19.99,35.69,230,1,10000
B07W6LVCJH,"Munchkin® Super Scoop™ Hanging Bath Toy Storage with Quick Drying Mesh, Grey",https://m.media-amazon.com/images/I/81TRb4GtcGL._AC_UL320_.jpg,4.6,21566,11.32,13.59,230,0,10000
B008J1QP7Y,"Bright Starts Oball Shaker Rattle Toy, Ages Newborn +",https://m.media-amazon.com/images/I/61vCn24QwwL._AC_UL320_.jpg,4.7,40005,4.44,0.0,230,1,10000
B08Q2TX35L,Frida Baby Not-Too-Cold-to-Hold BPA-Free Silicone Teether for Babies,https://m.media-amazon.com/images/I/71FbTDW0HRS._AC_UL320_.jpg,4.6,7997,7.99,9.99,230,0,10000
B003N9M6YI,Nuby Ice Gel Teether Keys,https://m.media-amazon.com/images/I/81r-DLsYsZL._AC_UL320_.jpg,4.7,103717,4.88,5.99,230,0,10000
B071HN7DYP,"Infantino Lil' Nibbles Textured Silicone Teether -Sensory Exploration and Teething Relief with Easy to Hold Handles, Orange Carrot",https://m.media-amazon.com/images/I/81Il298A2BL._AC_UL320_.jpg,4.8,42153,4.99,5.49,230,0,10000
B004RSGAQY,"Little Tikes 2-in-1 Pirate Ship Toy - Kids Ride-On Boat with Wheels, Under Seat Storage and Playset with Figures - Interactive Ride on Toys for 1 year olds and above, Multicolor",https://m.media-amazon.com/images/I/814bcII7-HL._AC_UL320_.jpg,4.8,8669,35.99,0.0,237,0,900
B0BQ6SPHBD,Honsheng Unsinkable Boat One Thousand Piece Sunny Pirate Ship Model Toys in a Bottle Box Acrylic Cruise Ship Model Decoration Fluid Drift Bottle Paperweight Desk for Car Decoration Boys Girls Gifts,https://m.media-amazon.com/images/I/61MIgsTN4aL._AC_UL320_.jpg,4.5,40,26.99,28.99,237,0,600
B09VHD2F6H,"Toy Boat Bath Toys for Kids & Toddlers 3 Pack - Large 10"" Floating Toy Boats for Bathtub, Kids Pool Toys, Beach Toys Outdoor Water Play by 4E's Novelty",https://m.media-amazon.com/images/I/71cJEhumFML._AC_UL320_.jpg,4.1,277,14.99,0.0,237,0,200
B0BW4YFNRM,Green Toys RV Camper Set & Boats Built for Speed Storybook,https://m.media-amazon.com/images/I/71ZbLn8GpKL._AC_UL320_.jpg,0.0,0,61.14,0.0,237,0,200
B01NAAKRPK,"Mozlly Monster Truck Toys Set with Trailer Toy Boat, Friction Push Powered Hauling Truck, Big Truck with Boat Toy, Adventure Truck Pulling Boat Toy Monster Trucks for Boys 3 Years Old and up - 9 Inch",https://m.media-amazon.com/images/I/81o0umXquXL._AC_UL320_.jpg,4.1,810,26.99,0.0,237,0,200
B0B7K9HBHD,Honsheng Unsinkable Titanic Simulator Toy Wavey Boat in a Box Liquid Wave Cruise Fluid Ship Decoration Ornament for Car Decoration Paperweight Desk Toy Gifts,https://m.media-amazon.com/images/I/61cH1EN4OFL._AC_UL320_.jpg,4.5,103,15.99,0.0,237,0,200
B084PYPWFB,"KidKraft Adventure Bound™: Wooden Pirate Ship Play Set with Lights and Sounds, Pirate Figures, 8 Pieces Included, Gift for Ages 3+",https://m.media-amazon.com/images/I/81D4XxJ6HoL._AC_UL320_.jpg,4.7,1302,56.11,59.99,237,0,100
B00SEQQJGG,"NKOK SpongeBob Hot Rod Boat Slot Car Race Set 2531, Contains 8 Feet of Track, Dual Players, Great Item for Kids to Play with, Features a Lap Counter, Ages 6 and up",https://m.media-amazon.com/images/I/81cd1k95xtL._AC_UL320_.jpg,3.5,215,27.99,32.99,237,0,100
B01EVHYXR8,B. toys by Battat Mini Toy Cars - Water & Sand Vehicles Beach Playset for Kids 18 Months+ (3- Pcs),https://m.media-amazon.com/images/I/71ABLktNzEL._AC_UL320_.jpg,4.7,882,10.95,0.0,237,0,50
B07Q2LNQDG,toyofmine Vintage STEAM Boat Pop Pop Candles Powered Put Put Ship Collectable Tin Toy Educational Toys for Kids 5-7 Years Old,https://m.media-amazon.com/images/I/61DZBQpBRZL._AC_UL320_.jpg,3.7,50,14.35,0.0,237,0,100
B0B1GPD7Y5,"Lenovo ThinkVision S24e-20 23.8"" Full HD 1920 x 1080 WLED LCD Monitor 2-Pack Bundle with Mini Speaker, 250 Nit, FreeSync, HDMI-VGA, Raven Black, & Adjustable Desk Mount Monitor Stand",https://m.media-amazon.com/images/I/71gPu3wR7TL._AC_UL320_.jpg,4.0,2,399.0,499.0,56,0,0
B07774L6TT,"Sceptre 22 inch 75Hz 1080P LED Monitor 99% sRGB HDMI X2 VGA Build-In Speakers, Machine Black (E225W-19203R series)",https://m.media-amazon.com/images/I/51b5m+T6ZKL._AC_UL320_.jpg,4.5,8549,68.97,89.97,56,0,0
B09PF8ZXFX,"Packard Bell 24 Inch Computer Monitor FHD 1920 x 1080 , 75 Hertz, 5 MS, Dual Monitor, Wireless Keyboard and Mouse, VESA, VGA and HDMI Monitor, Basic and Gaming Monitor – 2 Pack",https://m.media-amazon.com/images/I/810fxFwdQrL._AC_UL320_.jpg,4.1,532,259.99,299.99,56,0,0
B0773ZY26F,"Sceptre 24-inch Professional Thin 1080p LED Monitor 99% sRGB 2x HDMI VGA Build-in Speakers, Machine Black (E248W-19203R Series)",https://m.media-amazon.com/images/I/81zM2vVM+wL._AC_UL320_.jpg,4.6,30135,89.97,119.97,56,0,0
B088D8JG3L,"KYY Portable Monitor 15.6inch 1080P FHD USB-C Laptop Monitor HDMI Computer Display HDR IPS Gaming Monitor w/Premium Smart Cover & Screen Protector, Speakers, for Laptop PC MAC Phone PS4 Xbox Switch",https://m.media-amazon.com/images/I/81rsMys9S8L._AC_UL320_.jpg,4.5,5484,98.98,219.99,56,1,0
B08BF4CZSV,HP 24mh FHD Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),https://m.media-amazon.com/images/I/91fAU6mxFsL._AC_UL320_.jpg,4.7,24531,149.99,159.99,56,0,0
B093GCL18V,"ARZOPA Portable Monitor, 15.6'' 1080P FHD Laptop Monitor USB C HDMI Computer Display HDR Eye Care External Screen w/Smart Cover for PC Mac Phone Xbox Switch PS5-S1 Table",https://m.media-amazon.com/images/I/717xxg1Qn4L._AC_UL320_.jpg,4.4,5496,129.99,0.0,56,0,0
B0BNWWF32B,"ForHelp 15.6inch Portable Monitor,1080P USB-C HDMI Second External Monitor for Laptop,PC,Mac Phone,PS,Xbox,Swich,IPS Ultra-Thin Zero Frame Gaming Monitor/Premium Smart Cover",https://m.media-amazon.com/images/I/71pLtrvTfqL._AC_UL320_.jpg,4.7,2061,99.66,0.0,56,0,0
B07CVL2D2S,"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",https://m.media-amazon.com/images/I/81QpkIctqPL._AC_UL320_.jpg,4.6,43896,79.99,99.99,56,0,0
B095X7RV77,"Dell Curved Gaming, 34 Inch Curved Monitor with 144Hz Refresh Rate, WQHD (3440 x 1440) Display, Black - S3422DWG",https://m.media-amazon.com/images/I/61pD6Bqn5NL._AC_UL320_.jpg,4.7,6403,349.99,499.99,56,0,0
B079TGZD54,"Lion Head Ring Yellow Gold Plated Silver Genuine Diamond in Mouth & Gorgeous Precious Color Stone Birthstone in Eyes #1 in Mens Jewelry Me'ns Ring Amazing Conversation Starter Sizes 6,7,8,9,10,11,12,13",https://m.media-amazon.com/images/I/61Bo3BpzzaL._AC_UL320_.jpg,3.6,22,188.0,0.0,95,0,0
B0CHYH74XR,5PCS Karol G Bracelet Merch Jewelry for Women Girls,https://m.media-amazon.com/images/I/6154Y6xl4wL._AC_UL320_.jpg,0.0,0,6.99,0.0,95,0,0
B0B8D4Q45V,Fine Jewelry Natural Gemstone Swiss Blue Topaz Amethyst Citrine Peridot Opal Sterling Silver Pendant Necklace Gifts for Women,https://m.media-amazon.com/images/I/61jHhGyHbTL._AC_UL320_.jpg,4.6,2308,69.99,0.0,95,0,0
B0BQYPG8Q1,"14K Two Tone Gold Natural Rose and White gold white diamond Ring for women| The Ring is designed by the Smithsonian| Diamond Ring for Girl, Women and her.",https://m.media-amazon.com/images/I/61jICPJW7VL._AC_UL320_.jpg,0.0,0,517.9,0.0,95,0,0
B0C5QLR5JL,"Lucky Clover Necklace to Girls, Christmas Valentines Birthday Party Wearing Gift Back to School Gifts for Daughter Granddaughter Niece Teenage Girls",https://m.media-amazon.com/images/I/510pUmWhCzL._AC_UL320_.jpg,5.0,1,99.99,0.0,95,0,0
B07PV8GNXG,"6 Pairs Stainless Steel gold silver Plated Hoop Earrings for Women Girls, Hypoallergenic Hoops Women's Earrings Loop Earrings Set",https://m.media-amazon.com/images/I/71AT5SNDz3L._AC_UL320_.jpg,4.5,10681,9.99,0.0,95,1,6000
B01E3O9AK4,6 Pairs Stainless Steel Stud Earrings Set Hypoallergenic Cubic Zirconia 14K White Gold 316L CZ Earrings,https://m.media-amazon.com/images/I/61k+37DsFhL._AC_UL320_.jpg,4.4,17388,9.59,18.99,95,1,5000
B07QD4CJP1,Layered Heart Necklace Pendant Handmade 18k Gold Plated Dainty Gold Choker Arrow Bar Layering Long Necklace for Women,https://m.media-amazon.com/images/I/71ONSnzw9RL._AC_UL320_.jpg,4.5,21446,13.99,20.99,95,1,4000
B07SS3JJDC,"Solid 18K Over 925 Sterling Silver Chain Necklace for Women Girls, 0.8mm Box Chain Lobster Claw Clasp-Super Thin & Strong Necklace Chain 16/18/20/22/24 Inch",https://m.media-amazon.com/images/I/41YurO0V2zS._AC_UL320_.jpg,4.4,16720,13.99,18.99,95,1,2000
B0C2T6J8FZ,"Chunky Gold Hoop Earrings for Women, Trendy 14K Gold Plated Gold/Silver Chunky Hoop Earrings Small Thick Oval Open Double Hoop Earrings Hypoallergenic Lightweight Earrings for Women Girls Gold Jewelry Girls",https://m.media-amazon.com/images/I/5191neqazNL._AC_UL320_.jpg,4.2,69,13.99,0.0,95,0,2000
B07Z8SRFPX,"Pagosa Indestructible Hardshell Expandable Spinner Luggage, Navy, 2 Piece Set",https://m.media-amazon.com/images/I/61A41tWutOL._AC_UL320_.jpg,4.5,2834,146.76,0.0,108,0,50
B0CCXYY3G8,"Luggage Sets,3 Piece Suitcase Set Carry On Luggage with Spinner Wheels,Hardside PP Durable Luggage with TSA Lock",https://m.media-amazon.com/images/I/91lQ7I1ht2L._AC_UL320_.jpg,4.4,20,165.98,0.0,108,0,0
B0BNJGZYGS,"Luggage PC+ABS Durable Expandable Hardside Suitcase with Double Spinner Wheels TSA Lock 28-Inch, Wine Red",https://m.media-amazon.com/images/I/81LuGcUJzDL._AC_UL320_.jpg,4.6,467,129.99,0.0,108,0,0
B0B7KDHCBT,"Checked Luggage 24 inch,Medium Luggage with 8 Spinner Wheels,PC Lightweight Hardside Luggage,Travel Suitcase with Bread Design,TSA Lock,Brown,Checked-Medium 24-Inch,60L",https://m.media-amazon.com/images/I/81g0-QtoOPL._AC_UL320_.jpg,4.5,222,159.99,0.0,108,0,0
B01M0A3BKH,"Freeform Hardside Expandable with Double Spinner Wheels, Carry-On 21-Inch, Black",https://m.media-amazon.com/images/I/81UKNDaQDkL._AC_UL320_.jpg,4.6,10643,148.49,179.99,108,0,2000
B07RS4PK3J,"Expandable Midtown Hardside 4-Piece Luggage Travel Set, Rose Gold",https://m.media-amazon.com/images/I/91gc9Hk8BXL._AC_UL320_.jpg,4.3,16518,112.34,140.0,108,0,2000
B0787DL55W,"Chicago Hardside Expandable Spinner Luggages, Teal, 20"" Carry-On",https://m.media-amazon.com/images/I/91CZAsr2j2L._AC_UL320_.jpg,4.3,27142,47.35,49.9,108,1,4000
B07XSBGH1G,"Platinum Elite Softside Expandable Carry on Luggage, 8 Wheel Spinner Suitcase, USB Port, Suiter, Men and Women, True Navy Blue, Carry On 21-Inch",https://m.media-amazon.com/images/I/71mj99Lhe5L._AC_UL320_.jpg,4.6,3846,313.99,369.99,108,0,600
B0BHDGZXW5,Luggage 3 Piece Set Suitcase Spinner Hardshell Lightweight TSA Lock,https://m.media-amazon.com/images/I/818miQalyUL._AC_UL320_.jpg,4.7,25973,169.99,0.0,108,0,1000
B071VG5N9D,"20-Inch Hardside Spinner, Black",https://m.media-amazon.com/images/I/71s7HbyqzEL._AC_UL320_.jpg,4.6,41646,88.0,0.0,108,0,1000
B003IG27OK,"Speedball Block Printing Baren - Comfortable Wooden Handle, Made in the USA - 4 Inches",https://m.media-amazon.com/images/I/71u+819tqTL._AC_UL320_.jpg,4.7,727,29.99,33.39,4,0,200
B07RSBKDLW,"INTBUYING 110V 1200W Screen Printing Screen Drying Cabinet Screen Frame Assembly Plate Drying Equipment Silk Screen Printmaking 16"" x24""",https://m.media-amazon.com/images/I/515RkYCxc+S._AC_UL320_.jpg,3.4,19,169.99,0.0,4,0,0
B07GYNH35Y,SmarketBuy Heat Press 15x15 Inch Digital Sublimation T-Shirt Heat Press Machine for Hat Mug Plate (5 in 1),https://m.media-amazon.com/images/I/71TERzHuG0L._AC_UL320_.jpg,4.1,937,199.99,0.0,4,0,0
B0BLYY563F,"Hiipoo 8 Pack Sublimation Tumblers Blank 20 oz Straight Skinny with Sublimation Papers, Lids and Straws, Shrink Wrap, Stainless Steel Double Wall Insulated Tumbler for Tumbler Press Machine",https://m.media-amazon.com/images/I/81RpCsbQF7L._AC_UL320_.jpg,4.8,776,35.99,39.99,4,1,3000
B09Q5N8ZHB,"Godora DTF Powder White Digital Transfer Hot Melt Adhesive, DTF PreTreat Transfer Powder for Black or Dark Colored Garments, DTF Hot Melt Adhesive Powder for All DTF and DTG Printers, 450g - 16oz",https://m.media-amazon.com/images/I/51WdKO2IreL._AC_UL320_.jpg,4.6,1062,20.88,35.99,4,1,3000
B08XYQXWRX,"8 Pack Straight Sublimation Tumblers bulk 20 oz Skinny,Stainless Steel Double Wall Insulated Tumbler Cups Blank White with Lid, Straw, Individually Boxed,Polymer Coating for Heat Transfer",https://m.media-amazon.com/images/I/61Ls0-YaBLL._AC_UL320_.jpg,4.7,3229,35.99,39.99,4,0,2000
B08NVF2MMF,PYD Life Sublimation Blanks Skinny Tumbler White 20 OZ Straight Stainless Steel Tumbler with Metal Straw for Mug Tumbler Heat Press Machine Sublimation Printing 4 Pack,https://m.media-amazon.com/images/I/51zW4sJQeTL._AC_UL320_.jpg,4.8,3247,32.76,0.0,4,0,2000
B0C1S5QT44,"HTVRONT Sublimation HTV for Dark Fabric/Light Fabric - Matte Sublimation Vinyl 12"" X 5FT - Sublimation Blanks for Sublimation Shirts/Bag/Hat/Pillow…",https://m.media-amazon.com/images/I/51cqjdybfGL._AC_UL320_.jpg,4.6,182,11.99,0.0,4,0,3000
B07YDNKSH6,"4-Inch Rubber Brayer Roller for Printmaking, Great for Gluing Application Also. (Original Version)",https://m.media-amazon.com/images/I/61go-tTwlQL._AC_UL320_.jpg,4.7,7404,7.99,10.99,4,0,2000
B07VKPZS24,"Cricut EasyPress Mini Heat Press for Pressing Small Objects like Shoes, Stuffed Animals, Hats & More, 3 Heat Settings & Precision Tip, Ceramic-Coated Heat Plate, Compact & Lightweight, Raspberry",https://m.media-amazon.com/images/I/61wtIEveKNL._AC_UL320_.jpg,4.8,32987,49.0,69.99,4,0,1000
B0BBS5XHQ9,Women's Ankara Wristlet Pouch,https://m.media-amazon.com/images/I/61YjIUV77HL._AC_UL320_.jpg,5.0,4,125.0,0.0,118,0,0
B0C9CDBP66,Crossbody Bags for Women 2PCS Vegan Leather Hobo Purses Wallet Set Shoulder Handbags With Wide Shoulder Strap,https://m.media-amazon.com/images/I/81gvD4LVipL._AC_UL320_.jpg,4.6,41,31.99,39.99,118,0,50
B0CFKY1NH8,"Small Crossbody Bag for Women,Leather Wristlet Clutch Wallet Purses Women Shoulder Handbag with Credit Card Slots",https://m.media-amazon.com/images/I/81HqjSU64VL._AC_UL320_.jpg,0.0,0,20.99,0.0,118,0,0
B0C7N788VD,"Handmade Womens Long Wallet, Leather Large Capacity, Floral Western,Cell Phone Case Holster Bag Slim Credit Card Holder Cute Coin Purse Thin Zip Clutch Handbag(Dark Brown)",https://m.media-amazon.com/images/I/71mzzVgL91L._AC_UL320_.jpg,4.8,35,39.99,0.0,118,0,0
B0C5SNBP4S,Wrangler Tote Bag Western Purses for Women Shoulder Boho Aztec Handbags,https://m.media-amazon.com/images/I/81e8qiw1rEL._AC_UL320_.jpg,4.8,1336,59.99,79.99,118,1,10000
B09QS8TJX3,"Large Travel Backpack For Women Men,Carry On Backpack,Hiking Backpack Waterproof Outdoor Sports Rucksack Casual Daypack Travel Essentials（Black）",https://m.media-amazon.com/images/I/71iCqzNUIfL._AC_UL320_.jpg,4.6,10424,26.99,36.99,118,1,3000
B07Y2BP7F2,Crossbody,https://m.media-amazon.com/images/I/71WkpiQE-4L._AC_UL320_.jpg,4.7,9158,69.0,0.0,118,0,1000
B0CGCBMK8Y,Sanrio Hello Kitty Halloween Cosplay Womens Double Strap Shoulder Bag Purse,https://m.media-amazon.com/images/I/81xwxFfF2VL._AC_UL320_.jpg,0.0,0,89.99,0.0,118,0,0
B09MYGBXJB,"Clear Purse for Women Stadium Approved, Clear Crossbody Bag with Zipper Closure, Transparent Purse for Concert Sports",https://m.media-amazon.com/images/I/61AtFGoi0JL._AC_UL320_.jpg,4.5,1581,12.99,0.0,118,0,9000
B0B9CC5D5Q,Women's Jet Set Item Lg Crossbody,https://m.media-amazon.com/images/I/51cB0B5UoSL._AC_UL320_.jpg,4.8,3601,65.45,0.0,118,0,900
B08PBVBW5Z,"26 PCS Premium Manicure Set, AULLUA Nail Clippers, Professional Grooming Gift Kit, Pedicure Kit, Stainless Steel Facial, Cuticle, Nail Care Tools with Luxurious Portable Travel Case, for Women & Men",https://m.media-amazon.com/images/I/81fzjqAOf0L._AC_UL320_.jpg,4.4,7044,13.98,18.99,51,0,100
B08RX383QJ,"5 Pack Foot Peel Mask,Exfoliator Peel Off Calluses Dead Skin Callus Remover,Foot Mask for Dry Cracked Feet,Foot Peel Mask with Lavender and Aloe Vera Gel for Men and Women Feet Peeling Mask",https://m.media-amazon.com/images/I/61CXvaxqhDS._AC_UL320_.jpg,3.8,1803,9.99,16.99,51,0,1000
B095BWZ3WZ,"ISTON 36-Piece Professional Manicure & Pedicure Kit, Cordless Nail Drill Machine,20000RPM,11Pcs Bits,4 Speed, Electric Nail File Set, Nails Care Kits,Manicure Pedicure Tools,Storage Case",https://m.media-amazon.com/images/I/71zagOkEegL._AC_UL320_.jpg,4.4,2088,47.97,66.99,51,0,1000
B01I70RA8E,"Super Strong Nail Glue For Nail Tips, Acrylic Nails and Press On Nails (8ml) NYK1 Nail Bond Brush On Nail Glue For Press On Nails Long Lasting Nail Glue For Acrylic Nails Fake Nails Tips Nail Glue Gel",https://m.media-amazon.com/images/I/71oyUfJPThL._AC_UL320_.jpg,4.4,67777,10.36,12.99,51,1,40000
B07F12SZDS,"Beetles 2 Pcs 15ml No Wipe Gel Top Coat and Base Coat Set - Shine Finish and Long Lasting, Soak Off LED Nail Lamp Gel Base Top Coat Finish Nail Art Design Manicure Gifts for Women",https://m.media-amazon.com/images/I/612724FSx4L._AC_UL320_.jpg,4.6,85486,7.99,9.99,51,1,40000
B08QYD4D77,"KISS PowerFlex Maximum Speed Nail Glue - Fast Drying Adhesive for Glue-On Nails & Repairs with Nozzle Tip Applicator, Ideal for Tips & Wraps, Net Wt. 0.10 oz (3g)",https://m.media-amazon.com/images/I/81cPImdMHUL._AC_UL320_.jpg,4.5,10423,1.97,0.0,51,0,30000
B0046MK34G,"Sally Hansen Instant Cuticle Remover, 1 Fl. Oz., Pack of 1",https://m.media-amazon.com/images/I/610p42jz5HL._AC_UL320_.jpg,4.6,28805,4.89,10.0,51,1,20000
B07M5RNH4Z,"Nail Clippers Set, Ultra Sharp Sturdy Fingernail and Toenail Clipper Cutters with Visibly Tin Case by HAWATOUR",https://m.media-amazon.com/images/I/619zZIfIHYL._AC_UL320_.jpg,4.6,37936,9.97,12.99,51,1,20000
B00A8S6HM4,"Gold Bond Healing Hand Cream, 3 oz., With Aloe, Moisture That Lasts Through Handwashing",https://m.media-amazon.com/images/I/617MgMqO42L._AC_UL320_.jpg,4.7,24141,3.97,4.49,51,1,20000
